category,question,answer,difficulty,grade_level,source,keyword_tag
Chemistry,What is LPG?,LPG (Liquefied Petroleum Gas) is mainly a mixture of propane and butane used as fuel.,Basic,Class 10,General,LPG(variant B)
Chemistry,What is CNG?,CNG (Compressed Natural Gas) is mainly methane used as a cleaner fuel for vehicles.,Basic,Class 10,General,CNG(variant B)
Chemistry,What is the main component of biogas?,The main component of biogas is methane (CH4) produced by decomposition of organic waste.,Basic,Class 10,NCERT,Biogas(variant B)
Chemistry,What is photosynthesis equation?,6CO2 + 6H2O + light energy → C6H12O6 + 6O2,Intermediate,Class 10,NCERT,Photosynthesis equation(variant B)
Biology,What is the basic unit of life?,The cell is the basic structural and functional unit of life.,Basic,Class 8,NCERT,Cell(variant B)
Biology,Who discovered the cell?,Robert Hooke discovered the cell in 1665 while observing cork under a microscope.,Basic,Class 8,NCERT,Robert Hooke(variant B)
Biology,What is the cell theory?,Cell theory states that all living things are made of cells cells are the basic unit of life and cells come from existing cells.,Basic,Class 8,NCERT,Cell theory(variant B)
Biology,What is a prokaryotic cell?,A prokaryotic cell lacks a membrane-bound nucleus and organelles e.g. bacteria.,Intermediate,Class 9,NCERT,Prokaryote(variant B)
Biology,What is a eukaryotic cell?,A eukaryotic cell has a membrane-bound nucleus and organelles e.g. plant and animal cells.,Intermediate,Class 9,NCERT,Eukaryote(variant B)
Biology,What is the nucleus of a cell?,The nucleus is the control centre of the cell containing DNA and controlling cell activities.,Basic,Class 8,NCERT,Nucleus(variant B)
Biology,What is the mitochondria?,Mitochondria are organelles that produce energy through cellular respiration; called the powerhouse of the cell.,Basic,Class 9,NCERT,Mitochondria(variant B)
Biology,What is the chloroplast?,Chloroplast is the organelle in plant cells where photosynthesis takes place; contains chlorophyll.,Basic,Class 9,NCERT,Chloroplast(variant B)
Biology,What is the cell membrane?,The cell membrane is a selectively permeable layer that controls what enters and exits the cell.,Basic,Class 8,NCERT,Cell membrane(variant B)
Biology,What is the cell wall?,The cell wall is a rigid outer layer found in plant fungal and bacterial cells providing support.,Basic,Class 8,NCERT,Cell wall(variant B)
Biology,What is the difference between plant and animal cell?,Plant cells have cell wall chloroplasts and large vacuole; animal cells have centrioles and small vacuoles.,Basic,Class 8,NCERT,Plant vs animal cell(variant B)
Biology,What is DNA?,DNA (Deoxyribonucleic acid) is the molecule that carries genetic information in living organisms.,Basic,Class 10,NCERT,DNA(variant B)
Biology,What is RNA?,RNA (Ribonucleic acid) is involved in protein synthesis and gene expression.,Intermediate,Class 12,NCERT,RNA(variant B)
Biology,What is a gene?,A gene is a segment of DNA that codes for a specific protein or trait.,Intermediate,Class 12,NCERT,Gene(variant B)
Biology,What is a chromosome?,A chromosome is a thread-like structure of DNA and protein that carries genetic information.,Intermediate,Class 10,NCERT,Chromosome(variant B)
Biology,How many chromosomes do humans have?,Humans have 46 chromosomes (23 pairs) in each body cell.,Basic,Class 10,NCERT,Human chromosomes(variant B)
Biology,What is mitosis?,Mitosis is a type of cell division that produces two genetically identical daughter cells.,Intermediate,Class 11,NCERT,Mitosis(variant B)
Biology,What is meiosis?,Meiosis is a type of cell division that produces four genetically different haploid cells (gametes).,Intermediate,Class 11,NCERT,Meiosis(variant B)
Biology,What is photosynthesis?,Photosynthesis is the process by which plants use sunlight CO2 and water to make glucose and oxygen.,Basic,Class 7,NCERT,Photosynthesis(variant B)
Biology,What is chlorophyll?,Chlorophyll is the green pigment in plants that absorbs sunlight for photosynthesis.,Basic,Class 7,NCERT,Chlorophyll(variant B)
Biology,What is respiration?,Respiration is the process of breaking down glucose to release energy in cells.,Basic,Class 10,NCERT,Respiration(variant B)
Biology,What is aerobic respiration?,Aerobic respiration uses oxygen to break down glucose producing CO2 water and energy.,Intermediate,Class 10,NCERT,Aerobic respiration(variant B)
Biology,What is anaerobic respiration?,Anaerobic respiration breaks down glucose without oxygen producing lactic acid or alcohol.,Intermediate,Class 10,NCERT,Anaerobic respiration(variant B)
Biology,What is the equation for aerobic respiration?,C6H12O6 + 6O2 → 6CO2 + 6H2O + Energy (ATP),Intermediate,Class 10,NCERT,Respiration equation(variant B)
Biology,What is osmosis?,Osmosis is the movement of water through a semi-permeable membrane from a region of high water concentration to low.,Intermediate,Class 9,NCERT,Osmosis(variant B)
Biology,What is diffusion?,Diffusion is the movement of particles from a region of high concentration to low concentration.,Basic,Class 9,NCERT,Diffusion(variant B)
Biology,What is transpiration?,Transpiration is the loss of water vapour from plant leaves through stomata.,Basic,Class 10,NCERT,Transpiration(variant B)
Biology,What are stomata?,Stomata are tiny pores on leaves that allow gas exchange and water vapour to escape.,Basic,Class 10,NCERT,Stomata(variant B)
Biology,What is the nervous system?,The nervous system controls and coordinates body activities using electrical signals.,Basic,Class 10,NCERT,Nervous system(variant B)
Biology,What is a neuron?,A neuron is the basic functional unit of the nervous system that transmits nerve impulses.,Basic,Class 10,NCERT,Neuron(variant B)
Biology,What is the function of the brain?,The brain controls all body functions processes information and is the centre of thought and memory.,Basic,Class 10,NCERT,Brain function(variant B)
Biology,What is the spinal cord?,The spinal cord is a bundle of nerves running through the spine that relays signals between brain and body.,Basic,Class 10,NCERT,Spinal cord(variant B)
Biology,What is a reflex action?,A reflex action is an automatic and rapid response to a stimulus that does not involve the brain.,Basic,Class 10,NCERT,Reflex action(variant B)
Biology,What is the endocrine system?,The endocrine system is a network of glands that produce and release hormones into the blood.,Intermediate,Class 10,NCERT,Endocrine system(variant B)
Biology,What is insulin?,Insulin is a hormone produced by the pancreas that regulates blood glucose levels.,Basic,Class 10,NCERT,Insulin(variant B)
Biology,What is adrenaline?,Adrenaline is a hormone produced by the adrenal glands in response to stress or danger.,Intermediate,Class 10,NCERT,Adrenaline(variant B)
Biology,What is the digestive system?,The digestive system breaks down food into nutrients that can be absorbed by the body.,Basic,Class 10,NCERT,Digestive system(variant B)
Biology,What is the function of the liver?,The liver produces bile detoxifies blood stores glycogen and performs many metabolic functions.,Intermediate,Class 10,NCERT,Liver(variant B)
Biology,What is the function of the kidney?,The kidney filters blood removes waste products and regulates water and electrolyte balance.,Basic,Class 10,NCERT,Kidney(variant B)
Biology,What is blood?,Blood is a fluid connective tissue that transports oxygen nutrients hormones and waste products.,Basic,Class 10,NCERT,Blood(variant B)
Biology,What are red blood cells?,Red blood cells (RBCs) contain haemoglobin and carry oxygen from lungs to body tissues.,Basic,Class 10,NCERT,RBC(variant B)
Biology,What are white blood cells?,White blood cells (WBCs) are part of the immune system and fight infection.,Basic,Class 10,NCERT,WBC(variant B)
Biology,What are platelets?,Platelets are cell fragments that help in blood clotting to stop bleeding.,Basic,Class 10,NCERT,Platelets(variant B)
Biology,What is haemoglobin?,Haemoglobin is the iron-containing protein in red blood cells that carries oxygen.,Basic,Class 10,NCERT,Haemoglobin(variant B)
Biology,What is the heart?,The heart is a muscular organ that pumps blood throughout the body.,Basic,Class 10,NCERT,Heart(variant B)
Biology,How many chambers does the human heart have?,The human heart has four chambers: right atrium right ventricle left atrium left ventricle.,Basic,Class 10,NCERT,Heart chambers(variant B)
Biology,What is blood pressure?,Blood pressure is the force exerted by blood on the walls of blood vessels.,Basic,Class 10,NCERT,Blood pressure(variant B)
Biology,What is the normal blood pressure?,Normal blood pressure is 120/80 mmHg (systolic/diastolic).,Basic,Class 10,General,Normal BP(variant B)
Biology,What is vaccination?,Vaccination introduces a weakened or dead pathogen to stimulate the immune system to produce antibodies.,Basic,Class 10,NCERT,Vaccination(variant B)
Biology,What is an antibiotic?,An antibiotic is a medicine that kills or inhibits the growth of bacteria.,Basic,Class 10,NCERT,Antibiotic(variant B)
Biology,Who discovered penicillin?,Alexander Fleming discovered penicillin in 1928.,Basic,Class 10,NCERT,Penicillin(variant B)
Biology,What is a virus?,A virus is a non-cellular infectious agent that replicates only inside a living host cell.,Basic,Class 10,NCERT,Virus(variant B)
Biology,What is a bacteria?,Bacteria are single-celled prokaryotic microorganisms that can be beneficial or harmful.,Basic,Class 9,NCERT,Bacteria(variant B)
Biology,What is fungi?,Fungi are eukaryotic organisms that include mushrooms moulds and yeasts that decompose organic matter.,Basic,Class 9,NCERT,Fungi(variant B)
Biology,What is an ecosystem?,An ecosystem is a community of living organisms interacting with each other and their non-living environment.,Basic,Class 10,NCERT,Ecosystem(variant B)
Biology,What is a food chain?,A food chain shows the sequence of who eats whom in an ecosystem transferring energy.,Basic,Class 10,NCERT,Food chain(variant B)
Biology,What is a food web?,A food web is an interconnected network of food chains in an ecosystem.,Basic,Class 10,NCERT,Food web(variant B)
Biology,What are producers in an ecosystem?,Producers are organisms (mainly plants) that make their own food through photosynthesis.,Basic,Class 10,NCERT,Producers(variant B)
Biology,What are consumers?,Consumers are organisms that cannot make their own food and eat other organisms.,Basic,Class 10,NCERT,Consumers(variant B)
Biology,What are decomposers?,Decomposers break down dead organic matter and recycle nutrients back into the ecosystem.,Basic,Class 10,NCERT,Decomposers(variant B)
Biology,What is biodiversity?,Biodiversity is the variety of life on Earth including all species ecosystems and genetic variation.,Basic,Class 10,NCERT,Biodiversity(variant B)
Biology,What is evolution?,Evolution is the gradual change in inherited characteristics of populations over many generations.,Intermediate,Class 12,NCERT,Evolution(variant B)
Biology,Who proposed the theory of evolution?,Charles Darwin proposed the theory of evolution by natural selection in 1859.,Basic,Class 12,NCERT,Darwin(variant B)
Biology,What is natural selection?,Natural selection is the process where organisms better adapted to their environment survive and reproduce more.,Intermediate,Class 12,NCERT,Natural selection(variant B)
Biology,What is heredity?,Heredity is the passing of traits from parents to offspring through genes.,Basic,Class 10,NCERT,Heredity(variant B)
Biology,Who is the father of genetics?,Gregor Mendel is the father of genetics.,Basic,Class 10,NCERT,Mendel genetics(variant B)
Biology,What is dominant trait?,A dominant trait is one that is expressed even when only one copy of the gene is present.,Intermediate,Class 10,NCERT,Dominant trait(variant B)
Biology,What is recessive trait?,A recessive trait is only expressed when two copies of the gene are present.,Intermediate,Class 10,NCERT,Recessive trait(variant B)
Biology,What is cloning?,Cloning is the process of producing genetically identical copies of an organism.,Intermediate,Class 12,NCERT,Cloning(variant B)
Biology,What is Dolly the sheep?,Dolly was the first mammal cloned from an adult somatic cell in 1996.,Intermediate,Class 12,General,Dolly sheep(variant B)
Biology,What is biotechnology?,Biotechnology is the use of biological systems and living organisms to develop products and technologies.,Intermediate,Class 12,NCERT,Biotechnology(variant B)
Biology,What is genetic engineering?,Genetic engineering is the direct manipulation of an organism's genes using biotechnology.,Advanced,Class 12,NCERT,Genetic engineering(variant B)
Biology,What are stem cells?,Stem cells are undifferentiated cells that can develop into many different types of cells.,Advanced,Class 12,General,Stem cells(variant B)
Biology,What is the human genome?,The human genome is the complete set of DNA including all genes in a human cell.,Advanced,Class 12,General,Human genome(variant B)
Biology,What is the Human Genome Project?,The Human Genome Project was an international effort to map all human genes completed in 2003.,Advanced,Class 12,General,HGP(variant B)
Biology,What is cancer?,Cancer is a disease where cells divide uncontrollably and may spread to other parts of the body.,Intermediate,Class 12,General,Cancer(variant B)
Biology,What is diabetes?,Diabetes is a condition where the body cannot regulate blood sugar due to insufficient insulin.,Basic,Class 10,General,Diabetes(variant B)
Biology,What is malaria?,Malaria is a disease caused by Plasmodium parasites transmitted through Anopheles mosquito bites.,Basic,Class 10,NCERT,Malaria(variant B)
Biology,What is tuberculosis?,Tuberculosis (TB) is a bacterial infection caused by Mycobacterium tuberculosis affecting the lungs.,Basic,Class 10,General,Tuberculosis(variant B)
Biology,What is AIDS?,AIDS is a disease caused by HIV virus that weakens the immune system.,Basic,Class 10,NCERT,AIDS(variant B)
Biology,What is dengue?,Dengue is a viral disease transmitted by Aedes mosquitoes causing high fever and joint pain.,Basic,Class 10,General,Dengue(variant B)
Biology,What is COVID-19?,COVID-19 is a disease caused by SARS-CoV-2 coronavirus causing respiratory illness.,Basic,General,General,COVID-19(variant B)
Biology,What is the largest organ of the human body?,The skin is the largest organ of the human body.,Basic,Class 8,General,Largest organ(variant B)
Biology,What is the largest internal organ?,The liver is the largest internal organ of the human body.,Basic,Class 10,General,Largest internal organ(variant B)
Biology,What is the smallest bone in the human body?,The stapes in the ear is the smallest bone in the human body.,Basic,General,General,Smallest bone(variant B)
Biology,What is the longest bone in the human body?,The femur (thigh bone) is the longest bone in the human body.,Basic,General,General,Longest bone(variant B)
Biology,How many bones does the adult human body have?,The adult human body has 206 bones.,Basic,Class 8,General,Human bones(variant B)
Biology,What is the function of the lungs?,The lungs exchange gases: absorbing oxygen from air and releasing carbon dioxide from blood.,Basic,Class 10,NCERT,Lungs(variant B)
Biology,What is the function of the stomach?,The stomach digests food by mixing it with gastric juices containing hydrochloric acid and enzymes.,Basic,Class 10,NCERT,Stomach(variant B)
Biology,What is the function of the small intestine?,The small intestine absorbs nutrients from digested food into the bloodstream.,Basic,Class 10,NCERT,Small intestine(variant B)
Biology,What is the function of the large intestine?,The large intestine absorbs water and electrolytes and eliminates waste as faeces.,Basic,Class 10,NCERT,Large intestine(variant B)
Earth Science,What is the atmosphere?,The atmosphere is the layer of gases surrounding Earth held by gravity.,Basic,Class 7,NCERT,Atmosphere(variant B)
Earth Science,What are the layers of the atmosphere?,Troposphere Stratosphere Mesosphere Thermosphere and Exosphere.,Intermediate,Class 7,NCERT,Atmosphere layers(variant B)
Earth Science,What is the ozone layer?,The ozone layer in the stratosphere absorbs harmful ultraviolet radiation from the Sun.,Basic,Class 10,NCERT,Ozone layer(variant B)
Earth Science,What is the water cycle?,The water cycle is the continuous movement of water through evaporation condensation precipitation and collection.,Basic,Class 7,NCERT,Water cycle(variant B)
Earth Science,What causes rainfall?,Rainfall occurs when water vapour in clouds condenses into droplets heavy enough to fall.,Basic,Class 7,NCERT,Rainfall(variant B)
Earth Science,What is an earthquake?,An earthquake is the shaking of Earth's surface caused by movement of tectonic plates.,Basic,Class 7,NCERT,Earthquake(variant B)
Earth Science,What causes earthquakes?,Earthquakes are caused by the movement and collision of tectonic plates along fault lines.,Basic,Class 7,NCERT,Earthquake cause(variant B)
Earth Science,What is the Richter scale?,The Richter scale measures the magnitude (energy released) of earthquakes.,Basic,Class 7,General,Richter scale(variant B)
Earth Science,What is a volcano?,A volcano is an opening in Earth's crust where molten rock gases and ash erupt.,Basic,Class 7,NCERT,Volcano(variant B)
Earth Science,What is a tsunami?,A tsunami is a series of large ocean waves caused by underwater earthquakes or volcanic eruptions.,Basic,Class 7,General,Tsunami(variant B)
Earth Science,What is the structure of the Earth?,Earth has four layers: crust mantle outer core and inner core.,Basic,Class 7,NCERT,Earth structure(variant B)
Earth Science,What is the crust of the Earth?,The crust is the outermost solid layer of Earth on which we live.,Basic,Class 7,NCERT,Earth crust(variant B)
Earth Science,What is the mantle?,The mantle is the thick layer of hot semi-solid rock between the crust and the core.,Basic,Class 7,NCERT,Earth mantle(variant B)
Earth Science,What is the core of the Earth?,The core is the innermost part of Earth made of iron and nickel.,Basic,Class 7,NCERT,Earth core(variant B)
Earth Science,What are tectonic plates?,Tectonic plates are large pieces of Earth's crust that move slowly on the mantle.,Intermediate,Class 7,NCERT,Tectonic plates(variant B)
Earth Science,What is weathering?,Weathering is the breaking down of rocks minerals and soils through contact with the environment.,Basic,Class 7,NCERT,Weathering(variant B)
Earth Science,What is erosion?,Erosion is the process by which wind water or ice moves weathered material from one place to another.,Basic,Class 7,NCERT,Erosion(variant B)
Earth Science,What is soil erosion?,Soil erosion is the wearing away of topsoil by wind water or human activities.,Basic,Class 7,NCERT,Soil erosion(variant B)
Earth Science,What is a fossil?,A fossil is the preserved remains or traces of a once-living organism found in rock.,Basic,Class 10,NCERT,Fossil(variant B)
Earth Science,What is the age of Earth?,Earth is approximately 4.5 billion years old.,Basic,Class 8,General,Earth age(variant B)
Earth Science,What is the Sun?,The Sun is a star at the centre of our solar system providing light and heat.,Basic,Class 6,NCERT,Sun(variant B)
Earth Science,How far is the Earth from the Sun?,Earth is approximately 150 million km (1 AU) from the Sun.,Basic,Class 8,General,Earth Sun distance(variant B)
Earth Science,What causes seasons?,Seasons are caused by the tilt of Earth's axis as it orbits the Sun.,Basic,Class 6,NCERT,Seasons(variant B)
Earth Science,What causes day and night?,Day and night are caused by Earth's rotation on its own axis.,Basic,Class 6,NCERT,Day night(variant B)
Earth Science,What is the Moon?,The Moon is Earth's natural satellite that orbits Earth once every 27.3 days.,Basic,Class 6,NCERT,Moon(variant B)
Earth Science,What causes tides?,Tides are caused by the gravitational pull of the Moon (and Sun) on Earth's oceans.,Intermediate,Class 8,NCERT,Tides(variant B)
Earth Science,What is a solar eclipse?,A solar eclipse occurs when the Moon comes between the Sun and Earth blocking sunlight.,Basic,Class 8,NCERT,Solar eclipse(variant B)
Earth Science,What is a lunar eclipse?,A lunar eclipse occurs when Earth comes between the Sun and Moon casting a shadow on the Moon.,Basic,Class 8,NCERT,Lunar eclipse(variant B)
Earth Science,What is the Milky Way?,The Milky Way is the galaxy containing our solar system with over 200 billion stars.,Basic,Class 8,General,Milky Way(variant B)
Earth Science,What is a black hole?,A black hole is a region in space with such strong gravity that nothing including light can escape.,Intermediate,Class 8,General,Black hole(variant B)
Earth Science,What is a star?,A star is a luminous ball of plasma held together by gravity undergoing nuclear fusion.,Basic,Class 8,General,Star(variant B)
Earth Science,What is a planet?,A planet is a celestial body orbiting a star that has cleared its orbital neighbourhood.,Basic,Class 8,NCERT,Planet(variant B)
Earth Science,How many planets are in our solar system?,There are 8 planets in our solar system: Mercury Venus Earth Mars Jupiter Saturn Uranus Neptune.,Basic,Class 8,NCERT,Planets(variant B)
Earth Science,What is the largest planet in our solar system?,Jupiter is the largest planet in our solar system.,Basic,Class 8,NCERT,Largest planet(variant B)
Earth Science,What is the smallest planet in our solar system?,Mercury is the smallest planet in our solar system.,Basic,Class 8,NCERT,Smallest planet(variant B)
Earth Science,What is the hottest planet in our solar system?,Venus is the hottest planet due to its thick CO2 atmosphere and greenhouse effect.,Basic,Class 8,General,Hottest planet(variant B)
Earth Science,What is the red planet?,Mars is called the red planet due to iron oxide (rust) on its surface.,Basic,Class 8,General,Red planet(variant B)
Earth Science,What is a comet?,A comet is a small icy body that orbits the Sun developing a tail of gas and dust when near the Sun.,Basic,Class 8,General,Comet(variant B)
Earth Science,What is an asteroid?,An asteroid is a rocky body orbiting the Sun mostly found in the asteroid belt between Mars and Jupiter.,Basic,Class 8,General,Asteroid(variant B)
Earth Science,What is a meteor?,A meteor is a space rock that enters Earth's atmosphere and burns up creating a streak of light.,Basic,Class 8,General,Meteor(variant B)
Earth Science,What is a meteorite?,A meteorite is a meteor that survives the atmosphere and hits Earth's surface.,Basic,Class 8,General,Meteorite(variant B)
Space Science,Who was the first human in space?,Yuri Gagarin of the Soviet Union was the first human in space on April 12 1961.,Basic,General,General,Yuri Gagarin(variant B)
Space Science,Who was the first man on the Moon?,Neil Armstrong was the first man to walk on the Moon on July 20 1969.,Basic,General,General,Moon landing(variant B)
Space Science,What is ISRO?,ISRO (Indian Space Research Organisation) is India's national space agency founded in 1969.,Basic,General,General,ISRO(variant B)
Space Science,What is Chandrayaan?,Chandrayaan is India's lunar exploration program. Chandrayaan-1 launched in 2008 discovered water on Moon.,Basic,General,General,Chandrayaan(variant B)
Space Science,What is Mangalyaan?,Mangalyaan (Mars Orbiter Mission) was India's first interplanetary mission launched in 2013.,Basic,General,General,Mangalyaan(variant B)
Space Science,What is a satellite?,A satellite is any object that orbits a planet. Artificial satellites are man-made and used for communication and observation.,Basic,Class 8,General,Satellite(variant B)
Space Science,What is the International Space Station?,The ISS is a habitable space station orbiting Earth at about 400 km altitude.,Basic,General,General,ISS(variant B)
Space Science,What is a light year?,A light year is the distance light travels in one year approximately 9.46 trillion kilometres.,Basic,Class 8,General,Light year(variant B)
Space Science,What is the nearest star to Earth?,Proxima Centauri is the nearest star to Earth at about 4.24 light years away.,Intermediate,General,General,Nearest star(variant B)
Space Science,What is the Big Bang theory?,The Big Bang theory states that the universe began as an extremely hot dense point about 13.8 billion years ago.,Intermediate,Class 12,General,Big Bang(variant B)
Space Science,What is dark matter?,Dark matter is an invisible form of matter that does not emit light but exerts gravitational effects.,Advanced,General,General,Dark matter(variant B)
Space Science,What is a nebula?,A nebula is a cloud of gas and dust in space often the birthplace of stars.,Intermediate,General,General,Nebula(variant B)
Space Science,What is a supernova?,A supernova is the explosive death of a massive star releasing enormous energy.,Intermediate,General,General,Supernova(variant B)
Space Science,What is the speed of light in km/s?,The speed of light is approximately 300000 km/s or 3 x 10^5 km/s.,Basic,Class 10,NCERT,Speed of light km/s(variant B)
Space Science,What is Aditya L1?,Aditya L1 is ISRO's solar observation spacecraft launched in 2023 to study the Sun.,Basic,General,General,Aditya L1(variant B)
Space Science,What is Gaganyaan?,Gaganyaan is India's first crewed spacecraft mission by ISRO aiming to send humans to space.,Basic,General,General,Gaganyaan(variant B)
Environment,What is pollution?,Pollution is the introduction of harmful substances into the environment.,Basic,Class 8,NCERT,Pollution(variant B)
Environment,What is air pollution?,Air pollution is the presence of harmful substances in the atmosphere.,Basic,Class 8,NCERT,Air pollution(variant B)
Environment,What is water pollution?,Water pollution is the contamination of water bodies with harmful substances.,Basic,Class 8,NCERT,Water pollution(variant B)
Environment,What is soil pollution?,Soil pollution is the degradation of land by harmful chemicals and waste.,Basic,Class 8,NCERT,Soil pollution(variant B)
Environment,What is noise pollution?,Noise pollution is excessive sound that disrupts the environment and causes harm.,Basic,Class 8,NCERT,Noise pollution(variant B)
Environment,What is deforestation?,Deforestation is the clearing of forests for agriculture urban development or logging.,Basic,Class 8,NCERT,Deforestation(variant B)
Environment,What is afforestation?,Afforestation is the planting of trees in areas where there were no previous forests.,Basic,Class 8,NCERT,Afforestation(variant B)
Environment,What is sustainable development?,Development that meets present needs without compromising the ability of future generations to meet their needs.,Intermediate,Class 10,NCERT,Sustainable development(variant B)
Environment,What is the carbon footprint?,Carbon footprint is the total greenhouse gas emissions caused by an individual organisation or product.,Intermediate,General,General,Carbon footprint(variant B)
Environment,What is acid rain?,Acid rain is precipitation made acidic by atmospheric pollution from sulphur and nitrogen oxides.,Intermediate,Class 10,NCERT,Acid rain(variant B)
Environment,What is eutrophication?,Eutrophication is excessive plant growth in water bodies due to nutrient pollution causing oxygen depletion.,Advanced,Class 12,NCERT,Eutrophication(variant B)
Environment,What is biomagnification?,Biomagnification is the increase in concentration of a toxic substance in organisms at higher trophic levels.,Advanced,Class 12,NCERT,Biomagnification(variant B)
Environment,What is composting?,Composting is the decomposition of organic waste into nutrient-rich fertiliser.,Basic,Class 8,General,Composting(variant B)
Environment,What are the 3Rs of waste management?,The 3Rs are Reduce Reuse and Recycle.,Basic,Class 8,NCERT,3Rs(variant B)
Environment,What is a national park?,A national park is a protected area conserved for wildlife and natural environment.,Basic,Class 10,NCERT,National park(variant B)
Environment,What is a biosphere reserve?,A biosphere reserve is a protected area designated to promote conservation of biodiversity.,Intermediate,Class 10,NCERT,Biosphere reserve(variant B)
Environment,What is the Paris Agreement?,The Paris Agreement is an international treaty to limit global warming to 1.5-2 degrees Celsius above pre-industrial levels.,Intermediate,General,General,Paris Agreement(variant B)
Environment,What is the Kyoto Protocol?,The Kyoto Protocol was an international agreement to reduce greenhouse gas emissions adopted in 1997.,Advanced,General,General,Kyoto Protocol(variant B)
Physics,What is work in physics?,Work is done when a force causes displacement. W = F x d x cos(theta).,Intermediate,Class 9,NCERT,Work formula(variant B)
Physics,What is power in physics?,Power is the rate of doing work. P = W/t measured in Watts.,Intermediate,Class 9,NCERT,Power formula(variant B)
Physics,What is efficiency?,Efficiency is the ratio of useful output energy to total input energy expressed as percentage.,Intermediate,Class 10,NCERT,Efficiency(variant B)
Physics,What is a lever?,A lever is a simple machine consisting of a rigid bar pivoting around a fulcrum.,Basic,Class 9,General,Lever(variant B)
Physics,What is mechanical advantage?,Mechanical advantage is the ratio of output force to input force in a machine.,Intermediate,Class 9,NCERT,Mechanical advantage(variant B)
Physics,What is friction?,Friction is the force that opposes the relative motion between two surfaces in contact.,Basic,Class 9,NCERT,Friction(variant B)
Physics,What are types of friction?,Types of friction are static friction kinetic friction rolling friction and fluid friction.,Intermediate,Class 9,NCERT,Friction types(variant B)
Physics,What is inertia?,Inertia is the tendency of an object to resist changes in its state of rest or motion.,Basic,Class 9,NCERT,Inertia(variant B)
Physics,What is momentum?,Momentum is the product of mass and velocity of an object. p = mv.,Intermediate,Class 9,NCERT,Momentum(variant B)
Physics,What is impulse?,Impulse is the change in momentum of an object equal to force multiplied by time.,Intermediate,Class 11,NCERT,Impulse(variant B)
Physics,What is the law of conservation of momentum?,The total momentum of a system remains constant if no external force acts on it.,Intermediate,Class 9,NCERT,Momentum conservation(variant B)
Physics,What is projectile motion?,Projectile motion is the motion of an object thrown horizontally moving under gravity in a curved path.,Intermediate,Class 11,NCERT,Projectile motion(variant B)
Physics,What is circular motion?,Circular motion is the movement of an object along the circumference of a circle.,Intermediate,Class 11,NCERT,Circular motion(variant B)
Physics,What is centripetal force?,Centripetal force is the force directed towards the centre of a circle keeping an object in circular motion.,Intermediate,Class 11,NCERT,Centripetal force(variant B)
Physics,What is centrifugal force?,Centrifugal force is the apparent outward force felt by an object undergoing circular motion.,Intermediate,Class 11,NCERT,Centrifugal force(variant B)
Physics,What is a wave front?,A wave front is an imaginary surface joining all points of a wave that have the same phase.,Advanced,Class 12,NCERT,Wave front(variant B)
Physics,What is Snell's law?,Snell's law states that n1 sin(i) = n2 sin(r) where i and r are angles of incidence and refraction.,Intermediate,Class 10,NCERT,Snell's law(variant B)
Physics,What is the mirror formula?,1/f = 1/v + 1/u where f is focal length v is image distance and u is object distance.,Intermediate,Class 10,NCERT,Mirror formula(variant B)
Physics,What is the lens formula?,1/f = 1/v - 1/u where f is focal length v is image distance and u is object distance.,Intermediate,Class 10,NCERT,Lens formula(variant B)
Physics,What is magnification?,Magnification is the ratio of image size to object size.,Basic,Class 10,NCERT,Magnification(variant B)
Chemistry,What is the formula for calcium carbonate?,The formula for calcium carbonate is CaCO3.,Basic,Class 10,NCERT,CaCO3(variant B)
Chemistry,What is the formula for sodium hydroxide?,The formula for sodium hydroxide (caustic soda) is NaOH.,Basic,Class 10,NCERT,NaOH(variant B)
Chemistry,What is the formula for potassium permanganate?,The formula for potassium permanganate is KMnO4.,Intermediate,Class 10,NCERT,KMnO4(variant B)
Chemistry,What is the formula for copper sulphate?,The formula for copper sulphate is CuSO4.,Basic,Class 10,NCERT,CuSO4(variant B)
Chemistry,What is a double displacement reaction?,A reaction where ions of two compounds exchange places forming two new compounds.,Intermediate,Class 10,NCERT,Double displacement(variant B)
Chemistry,What is a precipitation reaction?,A reaction where two solutions combine to form an insoluble solid called a precipitate.,Intermediate,Class 10,NCERT,Precipitation(variant B)
Chemistry,What is the law of definite proportions?,A compound always contains exactly the same proportion of elements by mass.,Basic,Class 9,NCERT,Definite proportions(variant B)
Chemistry,What is an isomer?,Isomers are compounds with the same molecular formula but different structural arrangements.,Advanced,Class 11,NCERT,Isomers(variant B)
Chemistry,What is a functional group?,A functional group is a specific group of atoms in a molecule responsible for its characteristic reactions.,Intermediate,Class 12,NCERT,Functional group(variant B)
Chemistry,What is saponification?,Saponification is the process of making soap by reacting fats or oils with a strong base.,Intermediate,Class 10,NCERT,Saponification(variant B)
Biology,What is an enzyme?,An enzyme is a biological catalyst (protein) that speeds up chemical reactions in living organisms.,Intermediate,Class 11,NCERT,Enzyme(variant B)
Biology,What is ATP?,ATP (Adenosine Triphosphate) is the energy currency of the cell providing energy for cellular processes.,Intermediate,Class 11,NCERT,ATP(variant B)
Biology,What is the cell cycle?,The cell cycle is the series of events that take place in a cell leading to its division and duplication.,Advanced,Class 11,NCERT,Cell cycle(variant B)
Biology,What is apoptosis?,Apoptosis is programmed cell death a normal process that eliminates damaged or unnecessary cells.,Advanced,Class 12,General,Apoptosis(variant B)
